0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13697,13122,13123,13124,13124,13125,13702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846,12847,13220,13220,13220,12850,13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521,3522,3523,3524,3521,3522,3523,3524,2090,2091,2092,2093,2090,2091,2092,2093,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,1970,1971,1972,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13217,13218,13219,13220,13220,13221,13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3641,3642,3643,3644,3641,3642,3643,3644,2210,2211,2212,2213,2210,2211,2212,2213,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,2090,2091,2092,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48310,48311,48312,48313,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13313,13314,13315,13316,13316,13317,13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,2322,2323,2324,2321,2322,2323,2324,2321,2322,2323,2324,2321,2322,2323,2324,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,6890,6891,6892,6893,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,2210,1970,1971,1972,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,48355,48356,48357,48358,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6410,6411,6412,6413,11205,13409,13410,13411,13412,13413,13413,13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11703,11797,11797,11797,11797,11797,11797,11797,11797,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,11798,2441,2442,2443,2444,2441,2442,2443,2444,2441,2442,2443,2444,2441,2442,2443,2444,2441,2442,2443,2444,2441,2442,2443,2444,2441,2442,2443,2444,2921,2922,2923,2924,2921,2922,2923,2924,2570,2571,2572,2573,2570,2571,2572,2573,2441,2442,2443,2444,2441,2442,2443,2444,2441,2442,2443,2444,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,2321,2090,2091,2092,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,48400,48401,48402,48403,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041,3042,3043,3044,10821,16848,16849,16850,16851,16852,16853,16854,0,0,0,0,0,0,0,0,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11797,11799,11800,11893,11893,11893,11893,11893,11893,11893,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,11894,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,0,0,0,0,0,0,0,0,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,2570,2210,2211,2212,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,48535,48536,48537,48538,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,3162,3163,3164,11205,0,0,0,0,0,0,0,10725,10726,10727,10728,10729,10730,10731,10732,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,11989,11989,11989,11989,11989,11989,11989,11989,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,11990,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,0,0,0,0,0,0,0,0,2681,2682,2683,2684,2681,2682,2683,2684,2681,2682,2683,2684,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,2321,2322,2323,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,48580,48581,48582,48583,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,3282,3283,3284,11013,0,0,0,0,0,0,0,10821,10822,10823,10824,10825,10826,10827,10828,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11989,11991,12085,12085,12085,12085,12085,12085,12085,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,12086,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,6890,6891,6892,6893,6890,6891,6892,6893,0,0,0,0,0,0,0,0,2801,2802,2803,2804,2801,2802,2803,2804,2801,2802,2803,2804,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,2570,2571,2572,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7010,7011,7012,7013,11109,0,0,0,0,0,0,0,10917,10918,10919,10920,10921,10922,10923,10924,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12085,12087,0,0,0,0,0,10726,10727,10727,10727,10727,10727,10727,10727,10728,10732,10733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,2441,2442,2443,2444,2921,2922,2923,2924,2921,2922,2923,2924,2921,2922,2923,2924,2570,2571,2572,2573,2570,2571,2572,2573,2570,2571,2572,2573,2570,2571,2572,2573,10726,11498,11498,11498,11498,11498,10733,0,2570,2571,2572,2573,2570,2571,2572,2573,2441,2442,2443,2444,0,0,11039,48380,48380,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11589,11014,11015,11016,11017,11018,11019,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,1970,1971,1972,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10822,10823,10823,10823,10823,10823,10823,10823,10824,10828,10829,0,0,0,13428,13429,13430,13431,13432,13433,0,0,0,0,0,0,0,0,0,0,0,0,3521,3522,3523,3524,3521,3522,3523,3524,3521,3522,3523,3524,3521,3522,3523,3524,2090,2091,2092,2093,2090,2091,2092,2093,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,2561,2562,2563,2564,0,0,0,0,0,0,0,0,0,0,10726,11498,11498,11498,11498,11498,10822,11594,11594,11594,11594,11594,10829,0,0,0,0,0,0,0,0,0,2561,2562,2563,2564,0,0,11039,48380,48380,11040,0,0,10752,10753,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754,10754
